epoch,accuracy,auc,f1_score,learning_rate,loss,precision,recall,val_accuracy,val_auc,val_f1_score,val_loss,val_precision,val_recall
10,0.8943852186203003,0.9534459710121155,0.8934429883956909,0.0010000000474974513,0.3667932152748108,0.8943852186203003,0.8943852186203003,0.8921270370483398,0.9510329961776733,0.8909568190574646,0.3672635853290558,0.8921270370483398,0.8921270370483398
11,0.8975546360015869,0.9571755528450012,0.896634578704834,0.0010000000474974513,0.3463922441005707,0.8975546360015869,0.8975546360015869,0.8950268030166626,0.9545913338661194,0.8939764499664307,0.3496110439300537,0.8950268030166626,0.8950268030166626
12,0.900661826133728,0.9600257277488708,0.8998163938522339,0.0010000000474974513,0.3295556902885437,0.900661826133728,0.900661826133728,0.8956067562103271,0.9554185271263123,0.8945927619934082,0.33848556876182556,0.8956067562103271,0.8956067562103271
13,0.9009414911270142,0.9617252945899963,0.9000909924507141,0.0010000000474974513,0.3167882263660431,0.9009414911270142,0.9009414911270142,0.8973466753959656,0.9589596390724182,0.8963495492935181,0.3205866813659668,0.8973466753959656,0.8973466753959656
14,0.9024950861930847,0.9633213877677917,0.9016647338867188,0.0010000000474974513,0.3057648837566376,0.9024950861930847,0.9024950861930847,0.898796558380127,0.959929347038269,0.8978193998336792,0.31268101930618286,0.898796558380127,0.898796558380127
15,0.9032408595085144,0.96473628282547,0.9024513363838196,0.0010000000474974513,0.2956424057483673,0.9032408595085144,0.9032408595085144,0.8993765115737915,0.9607271552085876,0.8983932733535767,0.30556756258010864,0.8993765115737915,0.8993765115737915
16,0.9037690758705139,0.9661116600036621,0.903010368347168,0.0010000000474974513,0.286277174949646,0.9037690758705139,0.9037690758705139,0.9003914594650269,0.9620062708854675,0.8994947075843811,0.29832902550697327,0.9003914594650269,0.9003914594650269
17,0.9044215679168701,0.9674385190010071,0.9037085771560669,0.0010000000474974513,0.27800095081329346,0.9044215679168701,0.9044215679168701,0.9002465009689331,0.9628631472587585,0.8993232250213623,0.2901848256587982,0.9002465009689331,0.9002465009689331
18,0.9055401682853699,0.9679824113845825,0.9048917293548584,0.0010000000474974513,0.2721955478191376,0.9055401682853699,0.9055401682853699,0.9009714126586914,0.9624111652374268,0.9003201127052307,0.2889392077922821,0.9009714126586914,0.9009714126586914
19,0.9056955575942993,0.9691464900970459,0.9050739407539368,0.0010000000474974513,0.2648654282093048,0.9056955575942993,0.9056955575942993,0.8973466753959656,0.961579442024231,0.8969562649726868,0.29036372900009155,0.8973466753959656,0.8973466753959656
20,0.9073423743247986,0.9697533249855042,0.9067720174789429,0.0010000000474974513,0.2596530616283417,0.9073423743247986,0.9073423743247986,0.9032912850379944,0.9629788398742676,0.902871310710907,0.2823231518268585,0.9032912850379944,0.9032912850379944
21,0.9081502556800842,0.9702308773994446,0.907593846321106,0.0010000000474974513,0.2550581097602844,0.9081502556800842,0.9081502556800842,0.8999565243721008,0.9628838896751404,0.8995392322540283,0.27922680974006653,0.8999565243721008,0.8999565243721008
22,0.9093310236930847,0.9712621569633484,0.9088493585586548,0.0010000000474974513,0.24859902262687683,0.9093310236930847,0.9093310236930847,0.8992315530776978,0.9629886746406555,0.8988645076751709,0.2784664034843445,0.8992315530776978,0.8992315530776978
23,0.9116925001144409,0.9722206592559814,0.9112589359283447,0.0010000000474974513,0.24330271780490875,0.9116925001144409,0.9116925001144409,0.9016963839530945,0.9629917144775391,0.9013010263442993,0.2799443304538727,0.9016963839530945,0.9016963839530945
24,0.911008894443512,0.9717715382575989,0.9105751514434814,0.0010000000474974513,0.24317841231822968,0.911008894443512,0.911008894443512,0.9051761627197266,0.9650611877441406,0.9047136306762695,0.26840031147003174,0.9051761627197266,0.9051761627197266
25,0.912003219127655,0.9733303189277649,0.9116029739379883,0.0010000000474974513,0.23621851205825806,0.912003219127655,0.912003219127655,0.9077860116958618,0.965829610824585,0.907289981842041,0.2657572031021118,0.9077860116958618,0.9077860116958618
26,0.9149240255355835,0.9736184477806091,0.9145335555076599,0.0010000000474974513,0.23296917974948883,0.9149240255355835,0.9149240255355835,0.904596209526062,0.965197741985321,0.9042125940322876,0.26853910088539124,0.904596209526062,0.904596209526062
27,0.9162601232528687,0.9748209714889526,0.9159121513366699,0.0010000000474974513,0.22673659026622772,0.9162601232528687,0.9162601232528687,0.9054661393165588,0.9651954770088196,0.9050789475440979,0.2696777582168579,0.9054661393165588,0.9054661393165588
28,0.9159494042396545,0.9746562838554382,0.9156311750411987,0.0010000000474974513,0.22716204822063446,0.9159494042396545,0.9159494042396545,0.9056111574172974,0.9649617671966553,0.9052572846412659,0.272339403629303,0.9056111574172974,0.9056111574172974
29,0.917844831943512,0.9756190776824951,0.9175283908843994,0.0010000000474974513,0.22176070511341095,0.917844831943512,0.917844831943512,0.9060460925102234,0.9659014940261841,0.9057153463363647,0.26703667640686035,0.9060460925102234,0.9060460925102234
30,0.9209209680557251,0.9765567779541016,0.9206453561782837,0.0010000000474974513,0.2164352536201477,0.9209209680557251,0.9209209680557251,0.9066260457038879,0.9655323028564453,0.9063226580619812,0.271339476108551,0.9066260457038879,0.9066260457038879
31,0.9201442003250122,0.9767251014709473,0.9198596477508545,0.0010000000474974513,0.2150968611240387,0.9201442003250122,0.9201442003250122,0.9079309701919556,0.9642131924629211,0.9077203273773193,0.27631980180740356,0.9079309701919556,0.9079309701919556
32,0.9217910170555115,0.9773777723312378,0.9215201735496521,0.0010000000474974513,0.2117992639541626,0.9217910170555115,0.9217910170555115,0.9083659648895264,0.9645728468894958,0.9081846475601196,0.2793569564819336,0.9083659648895264,0.9083659648895264
33,0.9246496558189392,0.9778972268104553,0.9244193434715271,0.0010000000474974513,0.20877428352832794,0.9246496558189392,0.9246496558189392,0.9082209467887878,0.9662913680076599,0.9080083966255188,0.2684193551540375,0.9082209467887878,0.9082209467887878
34,0.9254885911941528,0.9787190556526184,0.9252544045448303,0.0010000000474974513,0.204605370759964,0.9254885911941528,0.9254885911941528,0.9031462669372559,0.964060366153717,0.903024435043335,0.28181856870651245,0.9031462669372559,0.9031462669372559
35,0.9249293208122253,0.978411078453064,0.9246948957443237,0.0010000000474974513,0.20508018136024475,0.9249293208122253,0.9249293208122253,0.9088008999824524,0.9663097858428955,0.9086145162582397,0.2655903100967407,0.9088008999824524,0.9088008999824524
36,0.9264829158782959,0.9799951314926147,0.926242470741272,0.0010000000474974513,0.1984163373708725,0.9264829158782959,0.9264829158782959,0.9127156734466553,0.9675039052963257,0.9124657511711121,0.2598836421966553,0.9127156734466553,0.9127156734466553
37,0.9276015162467957,0.9803892970085144,0.9274038672447205,0.0010000000474974513,0.19602376222610474,0.9276015162467957,0.9276015162467957,0.91010582447052,0.9662417769432068,0.909941554069519,0.2703520357608795,0.91010582447052,0.91010582447052
38,0.929155170917511,0.9810186624526978,0.9289603233337402,0.0010000000474974513,0.19325390458106995,0.929155170917511,0.929155170917511,0.9143105745315552,0.9669587016105652,0.9141695499420166,0.2726747989654541,0.9143105745315552,0.9143105745315552
39,0.9284093976020813,0.9808366894721985,0.9282203912734985,0.0010000000474974513,0.19314871728420258,0.9284093976020813,0.9284093976020813,0.9176453351974487,0.9684569239616394,0.9174222350120544,0.25749555230140686,0.9176453351974487,0.9176453351974487
40,0.9286580085754395,0.9811196327209473,0.9284489154815674,0.0010000000474974513,0.19134703278541565,0.9286580085754395,0.9286580085754395,0.9153255224227905,0.9684101343154907,0.9151234030723572,0.26129764318466187,0.9153255224227905,0.9153255224227905
41,0.9305533766746521,0.9821206331253052,0.9303821325302124,0.0010000000474974513,0.18672218918800354,0.9305533766746521,0.9305533766746521,0.9141655564308167,0.967814028263092,0.9139866828918457,0.2670295238494873,0.9141655564308167,0.9141655564308167
42,0.931268036365509,0.9822406768798828,0.9310888051986694,0.0010000000474974513,0.18585507571697235,0.931268036365509,0.931268036365509,0.9173553586006165,0.9690226912498474,0.9170784950256348,0.25667065382003784,0.9173553586006165,0.9173553586006165
43,0.9307087659835815,0.9826809167861938,0.9305208921432495,0.0010000000474974513,0.18387311697006226,0.9307087659835815,0.9307087659835815,0.9167754054069519,0.968359112739563,0.9165574312210083,0.2627354860305786,0.9167754054069519,0.9167754054069519
44,0.9327905774116516,0.9832720160484314,0.9326276779174805,0.0010000000474974513,0.18058986961841583,0.9327905774116516,0.9327905774116516,0.9186602830886841,0.9694340229034424,0.9184484481811523,0.2527628242969513,0.9186602830886841,0.9186602830886841
45,0.933660626411438,0.9837941527366638,0.9334961175918579,0.0010000000474974513,0.17768216133117676,0.933660626411438,0.933660626411438,0.9167754054069519,0.9690382480621338,0.9166170954704285,0.26551011204719543,0.9167754054069519,0.9167754054069519
46,0.9343131184577942,0.9844315052032471,0.9341667890548706,0.0010000000474974513,0.17465290427207947,0.9343131184577942,0.9343131184577942,0.9205451607704163,0.9673424363136292,0.9203370213508606,0.27190515398979187,0.9205451607704163,0.9205451607704163
47,0.9347792267799377,0.9844518899917603,0.9346215724945068,0.0010000000474974513,0.17402693629264832,0.9347792267799377,0.9347792267799377,0.917500376701355,0.9691256880760193,0.9173070192337036,0.264218270778656,0.917500376701355,0.917500376701355
48,0.9345927834510803,0.9848974943161011,0.9344437718391418,0.0010000000474974513,0.17186029255390167,0.9345927834510803,0.9345927834510803,0.9182252883911133,0.9694864153862,0.9180301427841187,0.26389577984809875,0.9182252883911133,0.9182252883911133
49,0.9368921518325806,0.9856718182563782,0.9367539882659912,0.0010000000474974513,0.1670667976140976,0.9368921518325806,0.9368921518325806,0.9160504341125488,0.9688065648078918,0.9158918857574463,0.26018092036247253,0.9160504341125488,0.9160504341125488
50,0.9363328218460083,0.9857025146484375,0.93620365858078,0.0010000000474974513,0.16714467108249664,0.9363328218460083,0.9363328218460083,0.9177903532981873,0.9692601561546326,0.9176349639892578,0.25667130947113037,0.9177903532981873,0.9177903532981873
51,0.9368299841880798,0.9858476519584656,0.9367052912712097,0.0010000000474974513,0.1664694845676422,0.9368299841880798,0.9368299841880798,0.9189502596855164,0.9699481129646301,0.9186989068984985,0.2543671131134033,0.9189502596855164,0.9189502596855164
52,0.9360221028327942,0.9856073260307312,0.9358915090560913,0.0010000000474974513,0.1675042361021042,0.9360221028327942,0.9360221028327942,0.9206901788711548,0.9693028926849365,0.920506477355957,0.263598769903183,0.9206901788711548,0.9206901788711548
53,0.9376378655433655,0.9862160682678223,0.9375202655792236,0.0010000000474974513,0.16393142938613892,0.9376378655433655,0.9376378655433655,0.9209801554679871,0.9710268378257751,0.9207113981246948,0.25507622957229614,0.9209801554679871,0.9209801554679871
54,0.9386943578720093,0.9863926768302917,0.9385764002799988,0.0010000000474974513,0.1627565324306488,0.9386943578720093,0.9386943578720093,0.9199652075767517,0.9707695841789246,0.9197787046432495,0.25307008624076843,0.9199652075767517,0.9199652075767517
55,0.9399061799049377,0.9870154857635498,0.939793586730957,0.0010000000474974513,0.15914735198020935,0.9399061799049377,0.9399061799049377,0.9228650331497192,0.970363974571228,0.922691822052002,0.25914230942726135,0.9228650331497192,0.9228650331497192
56,0.9390361309051514,0.9869657754898071,0.9389169812202454,0.0010000000474974513,0.15968605875968933,0.9390361309051514,0.9390361309051514,0.9189502596855164,0.9698822498321533,0.9187930226325989,0.2594083547592163,0.9189502596855164,0.9189502596855164
57,0.9393779039382935,0.9870632886886597,0.9392662048339844,0.0010000000474974513,0.15867267549037933,0.9393779039382935,0.9393779039382935,0.9211251139640808,0.9716735482215881,0.9209137558937073,0.25229597091674805,0.9211251139640808,0.9211251139640808
58,0.9399372339248657,0.9875397086143494,0.9398407936096191,0.0010000000474974513,0.15575110912322998,0.9399372339248657,0.9399372339248657,0.9232999682426453,0.971284031867981,0.9230645895004272,0.25569388270378113,0.9232999682426453,0.9232999682426453
59,0.940558671951294,0.9874586462974548,0.9404653310775757,0.0010000000474974513,0.15601742267608643,0.940558671951294,0.940558671951294,0.9241699576377869,0.9719394445419312,0.9239248037338257,0.24967284500598907,0.9241699576377869,0.9241699576377869
60,0.9400615096092224,0.9873778223991394,0.9399539232254028,0.0010000000474974513,0.1565619260072708,0.9400615096092224,0.9400615096092224,0.9235899448394775,0.9717035293579102,0.9233794808387756,0.24829450249671936,0.9235899448394775,0.9235899448394775
61,0.9414597749710083,0.9880997538566589,0.9413594007492065,0.0010000000474974513,0.1520402729511261,0.9414597749710083,0.9414597749710083,0.9243149161338806,0.9699774384498596,0.9241364002227783,0.2549925148487091,0.9243149161338806,0.9243149161338806
62,0.9427337646484375,0.9885587692260742,0.9426498413085938,0.0010000000474974513,0.14942386746406555,0.9427337646484375,0.9427337646484375,0.9241699576377869,0.9724447727203369,0.9239984750747681,0.23989716172218323,0.9241699576377869,0.9241699576377869
63,0.9436969757080078,0.9886987805366516,0.9436173439025879,0.0010000000474974513,0.1482262909412384,0.9436969757080078,0.9436969757080078,0.9228650331497192,0.9721651077270508,0.922726035118103,0.24584683775901794,0.9228650331497192,0.9228650331497192
64,0.9429823160171509,0.9889767169952393,0.9429015517234802,0.0010000000474974513,0.14623358845710754,0.9429823160171509,0.9429823160171509,0.9222850799560547,0.9712567925453186,0.9221431016921997,0.2517906725406647,0.9222850799560547,0.9222850799560547
65,0.9436659216880798,0.9888402819633484,0.9435878992080688,0.0010000000474974513,0.14688943326473236,0.9436659216880798,0.9436659216880798,0.9244599342346191,0.9705867767333984,0.9243338108062744,0.25593143701553345,0.9244599342346191,0.9244599342346191
66,0.9446291327476501,0.9894970059394836,0.9445576071739197,0.0010000000474974513,0.14323653280735016,0.9446291327476501,0.9446291327476501,0.9204002022743225,0.9696055054664612,0.9202837944030762,0.2650909423828125,0.9204002022743225,0.9204002022743225
67,0.944970965385437,0.9894372820854187,0.9449079036712646,0.0010000000474974513,0.14270296692848206,0.944970965385437,0.944970965385437,0.9237349629402161,0.9705229997634888,0.9235859513282776,0.2634240984916687,0.9237349629402161,0.9237349629402161
68,0.9469595551490784,0.9900899529457092,0.9468996524810791,0.0010000000474974513,0.13921082019805908,0.9469595551490784,0.9469595551490784,0.9256198406219482,0.9716606140136719,0.9254475831985474,0.25636908411979675,0.9256198406219482,0.9256198406219482
69,0.9461516737937927,0.9896878004074097,0.9460815191268921,0.0010000000474974513,0.14192406833171844,0.9461516737937927,0.9461516737937927,0.9259098172187805,0.9704775214195251,0.9257484674453735,0.2597024440765381,0.9259098172187805,0.9259098172187805
70,0.947767436504364,0.9903823137283325,0.9477134346961975,0.0010000000474974513,0.13712488114833832,0.947767436504364,0.947767436504364,0.9263448119163513,0.9705683588981628,0.9262027740478516,0.26014623045921326,0.9263448119163513,0.9263448119163513
71,0.9478606581687927,0.9905476570129395,0.9478102922439575,0.0010000000474974513,0.1362740397453308,0.9478606581687927,0.9478606581687927,0.9247499108314514,0.970458447933197,0.9246296286582947,0.2617763876914978,0.9247499108314514,0.9247499108314514
72,0.9463070631027222,0.9905919432640076,0.946251392364502,0.0010000000474974513,0.13555744290351868,0.9463070631027222,0.9463070631027222,0.9267797470092773,0.9712312817573547,0.9266319870948792,0.25244322419166565,0.9267797470092773,0.9267797470092773
73,0.9480781555175781,0.9904944896697998,0.9480262994766235,0.0010000000474974513,0.13600191473960876,0.9480781555175781,0.9480781555175781,0.926054835319519,0.9707212448120117,0.9259141087532043,0.2617143988609314,0.926054835319519,0.926054835319519
74,0.9486685395240784,0.9908381700515747,0.9486253261566162,0.0010000000474974513,0.1334976851940155,0.9486685395240784,0.9486685395240784,0.9232999682426453,0.9707417488098145,0.9232134222984314,0.25759637355804443,0.9232999682426453,0.9232999682426453
75,0.9482645988464355,0.9907792806625366,0.9482133388519287,0.0010000000474974513,0.133895143866539,0.9482645988464355,0.9482645988464355,0.9264897704124451,0.9704063534736633,0.9263980388641357,0.25684449076652527,0.9264897704124451,0.9264897704124451
76,0.9477053284645081,0.990528404712677,0.947648286819458,0.0010000000474974513,0.13551078736782074,0.9477053284645081,0.9477053284645081,0.9232999682426453,0.9697037935256958,0.9232134222984314,0.26012879610061646,0.9232999682426453,0.9232999682426453
77,0.9485442638397217,0.9909420609474182,0.9485020637512207,0.0010000000474974513,0.1327749639749527,0.9485442638397217,0.9485442638397217,0.9238799214363098,0.969918966293335,0.9237849712371826,0.2666548788547516,0.9238799214363098,0.9238799214363098
78,0.9491035342216492,0.9908954501152039,0.9490571022033691,0.0010000000474974513,0.13277362287044525,0.9491035342216492,0.9491035342216492,0.9250398874282837,0.9702404737472534,0.9249523282051086,0.25788095593452454,0.9250398874282837,0.9250398874282837
79,0.9505329132080078,0.991584300994873,0.9504948854446411,0.0010000000474974513,0.12811870872974396,0.9505329132080078,0.9505329132080078,0.9250398874282837,0.9711938500404358,0.9249285459518433,0.25926193594932556,0.9250398874282837,0.9250398874282837
80,0.9495385885238647,0.9911858439445496,0.9494998455047607,0.0010000000474974513,0.1305825114250183,0.9495385885238647,0.9495385885238647,0.9259098172187805,0.972922146320343,0.9257861375808716,0.24732497334480286,0.9259098172187805,0.9259098172187805
81,0.950191080570221,0.9913377165794373,0.9501528739929199,0.0010000000474974513,0.1298142671585083,0.950191080570221,0.950191080570221,0.9261997938156128,0.9725067615509033,0.9260390400886536,0.2506931722164154,0.9261997938156128,0.9261997938156128
82,0.9518068432807922,0.9914290904998779,0.9517680406570435,0.0010000000474974513,0.12816014885902405,0.9518068432807922,0.9518068432807922,0.9269247651100159,0.9723342657089233,0.9268019199371338,0.24542437493801117,0.9269247651100159,0.9269247651100159
83,0.9510300755500793,0.9916533827781677,0.9509899616241455,0.0005000000237487257,0.12713375687599182,0.9510300755500793,0.9510300755500793,0.9264897704124451,0.9706287384033203,0.9264053106307983,0.2593957185745239,0.9264897704124451,0.9264897704124451
84,0.9514340162277222,0.9916743040084839,0.9514015913009644,0.0005000000237487257,0.127277210354805,0.9514340162277222,0.9514340162277222,0.9256198406219482,0.9699375033378601,0.9255430102348328,0.26544201374053955,0.9256198406219482,0.9256198406219482
85,0.9531740546226501,0.9924172759056091,0.9531365036964417,0.0005000000237487257,0.12204072624444962,0.9531740546226501,0.9531740546226501,0.9256198406219482,0.969760537147522,0.9255574941635132,0.2721904218196869,0.9256198406219482,0.9256198406219482
86,0.955318033695221,0.993026077747345,0.9552899599075317,0.0005000000237487257,0.11608725786209106,0.955318033695221,0.955318033695221,0.9240249395370483,0.9691304564476013,0.9239740371704102,0.26929500699043274,0.9240249395370483,0.9240249395370483
87,0.9559394717216492,0.9931158423423767,0.9559175372123718,0.0005000000237487257,0.11553379893302917,0.9559394717216492,0.9559394717216492,0.9261997938156128,0.9704316258430481,0.9261463284492493,0.265112042427063,0.9261997938156128,0.9261997938156128
88,0.9542304873466492,0.9928900003433228,0.9542038440704346,0.0005000000237487257,0.11645666509866714,0.9542304873466492,0.9542304873466492,0.9256198406219482,0.9704754948616028,0.9255536794662476,0.26510247588157654,0.9256198406219482,0.9256198406219482
89,0.9548208713531494,0.9931495189666748,0.954792857170105,0.0005000000237487257,0.11534003168344498,0.9548208713531494,0.9548208713531494,0.9250398874282837,0.9685381650924683,0.9249843955039978,0.2823363244533539,0.9250398874282837,0.9250398874282837
90,0.9552558660507202,0.9931963682174683,0.9552319645881653,0.0005000000237487257,0.11462364345788956,0.9552558660507202,0.9552558660507202,0.9240249395370483,0.9686409831047058,0.9239668846130371,0.27874019742012024,0.9240249395370483,0.9240249395370483
91,0.9561259150505066,0.9936482310295105,0.9561051726341248,0.0005000000237487257,0.11064594984054565,0.9561259150505066,0.9561259150505066,0.9270697236061096,0.9708688855171204,0.9269957542419434,0.2672310769557953,0.9270697236061096,0.9270697236061096
92,0.9564676880836487,0.9932634830474854,0.956450343132019,0.0005000000237487257,0.11335425078868866,0.9564676880836487,0.9564676880836487,0.9263448119163513,0.9700984954833984,0.9262897372245789,0.2723604738712311,0.9263448119163513,0.9263448119163513
93,0.9565919637680054,0.9935072660446167,0.9565682411193848,0.0005000000237487257,0.11107122898101807,0.9565919637680054,0.9565919637680054,0.9246048927307129,0.9672760367393494,0.9245660305023193,0.2920112907886505,0.9246048927307129,0.9246048927307129
94,0.9581456184387207,0.9937198162078857,0.9581233263015747,0.0005000000237487257,0.1085067167878151,0.9581456184387207,0.9581456184387207,0.9251848459243774,0.9689052700996399,0.9251422882080078,0.2829364836215973,0.9251848459243774,0.9251848459243774
95,0.9590467214584351,0.9940158128738403,0.9590312242507935,0.0005000000237487257,0.10668691992759705,0.9590467214584351,0.9590467214584351,0.925764799118042,0.9700254797935486,0.9257161617279053,0.2765388488769531,0.925764799118042,0.925764799118042
96,0.9592331647872925,0.9941139221191406,0.959218442440033,0.0005000000237487257,0.1066114604473114,0.9592331647872925,0.9592331647872925,0.928809642791748,0.9703034162521362,0.9287463426589966,0.2741526663303375,0.928809642791748,0.928809642791748
97,0.9585806131362915,0.993816614151001,0.9585620760917664,0.0005000000237487257,0.10790892690420151,0.9585806131362915,0.9585806131362915,0.9234449863433838,0.9677947759628296,0.9234166741371155,0.28388309478759766,0.9234449863433838,0.9234449863433838
98,0.9588602781295776,0.9942426085472107,0.9588444828987122,0.0005000000237487257,0.10477900505065918,0.9588602781295776,0.9588602781295776,0.9266347885131836,0.9681223630905151,0.926588773727417,0.2878608703613281,0.9266347885131836,0.9266347885131836
99,0.9594195485115051,0.9943511486053467,0.9594048261642456,0.0005000000237487257,0.10379023849964142,0.9594195485115051,0.9594195485115051,0.9263448119163513,0.9691087603569031,0.9263027906417847,0.27461403608322144,0.9263448119163513,0.9263448119163513
100,0.959108829498291,0.9943286180496216,0.9590926170349121,0.0005000000237487257,0.10380865633487701,0.959108829498291,0.959108829498291,0.9275047183036804,0.9682233929634094,0.9274493455886841,0.28967955708503723,0.9275047183036804,0.9275047183036804
101,0.9593263268470764,0.9939233064651489,0.9593120217323303,0.0005000000237487257,0.10645340383052826,0.9593263268470764,0.9593263268470764,0.9285196661949158,0.9693072438240051,0.9284711480140686,0.2718077301979065,0.9285196661949158,0.9285196661949158
102,0.9598546028137207,0.994167149066925,0.9598383903503418,0.0005000000237487257,0.10526420176029205,0.9598546028137207,0.9598546028137207,0.928084671497345,0.9685128927230835,0.9280446767807007,0.28245964646339417,0.928084671497345,0.928084671497345
103,0.96150141954422,0.9948738217353821,0.9614884853363037,0.0002500000118743628,0.09906462579965591,0.96150141954422,0.96150141954422,0.9272147417068481,0.9695002436637878,0.9271818399429321,0.27956563234329224,0.9272147417068481,0.9272147417068481
104,0.9620918035507202,0.994811475276947,0.9620828628540039,0.0002500000118743628,0.09967323392629623,0.9620918035507202,0.9620918035507202,0.9292445778846741,0.9694061279296875,0.9292012453079224,0.28166988492012024,0.9292445778846741,0.9292445778846741
105,0.9618743062019348,0.9948117733001709,0.9618644714355469,0.0002500000118743628,0.09912646561861038,0.9618743062019348,0.9618743062019348,0.9293895959854126,0.9688674211502075,0.9293395280838013,0.28209465742111206,0.9293895959854126,0.9293895959854126
106,0.9611596465110779,0.9947968125343323,0.9611470699310303,0.0002500000118743628,0.09975732862949371,0.9611596465110779,0.9611596465110779,0.930404543876648,0.9685708284378052,0.93035888671875,0.28309735655784607,0.930404543876648,0.930404543876648
107,0.9629307389259338,0.9950999617576599,0.9629201889038086,0.0002500000118743628,0.0968523696064949,0.9629307389259338,0.9629307389259338,0.930404543876648,0.9677155613899231,0.9303712844848633,0.28708669543266296,0.930404543876648,0.930404543876648
108,0.9629307389259338,0.9950262904167175,0.9629217386245728,0.0002500000118743628,0.09655468165874481,0.9629307389259338,0.9629307389259338,0.9285196661949158,0.9672889113426208,0.9284813404083252,0.2955873906612396,0.9285196661949158,0.9285196661949158
109,0.9640493392944336,0.9950498342514038,0.9640402793884277,0.0002500000118743628,0.09631042927503586,0.9640493392944336,0.9640493392944336,0.9286646246910095,0.9685736298561096,0.9286156892776489,0.2887421250343323,0.9286646246910095,0.9286646246910095
110,0.96321040391922,0.994809091091156,0.9632008075714111,0.0002500000118743628,0.09847284108400345,0.96321040391922,0.96321040391922,0.9276496767997742,0.9682074189186096,0.9276049137115479,0.2895103096961975,0.9276496767997742,0.9276496767997742
111,0.9645775556564331,0.9953516125679016,0.9645676612854004,0.0002500000118743628,0.09361553192138672,0.9645775556564331,0.9645775556564331,0.928084671497345,0.9683660864830017,0.9280512928962708,0.29387378692626953,0.928084671497345,0.928084671497345
112,0.9629617929458618,0.9952335357666016,0.9629524946212769,0.0002500000118743628,0.09569177031517029,0.9629617929458618,0.9629617929458618,0.9289546012878418,0.9686538577079773,0.9289141893386841,0.28782469034194946,0.9289546012878418,0.9289546012878418
